ScoreAfter10Overs,WicketsLost,RunRate,Last5OversRuns,Venue,PitchType,BattingTeam,DewPresent,FinalScore
47,3,4.7,43,Delhi,Green,MI,1,142
74,6,7.4,40,Delhi,Turning,SRH,1,131
87,5,8.7,32,Mumbai,Turning,DC,0,142
75,6,7.5,35,Delhi,Slow,CSK,1,136
57,3,5.7,29,Kolkata,Turning,CSK,1,114
79,0,7.9,48,Delhi,Green,RCB,0,187
52,3,5.2,35,Mumbai,Flat,RCB,1,178
106,4,10.6,29,Bangalore,Turning,KKR,1,172
70,6,7.0,61,Mumbai,Flat,RCB,0,204
69,4,6.9,52,Bangalore,Green,KKR,1,173
46,2,4.6,36,Mumbai,Green,RCB,0,118
98,0,9.8,43,Delhi,Green,KKR,1,204
65,4,6.5,48,Bangalore,Flat,RCB,1,186
70,5,7.0,58,Delhi,Turning,MI,0,150
47,0,4.7,23,Bangalore,Slow,RCB,0,132
93,4,9.3,21,Delhi,Turning,KKR,0,129
49,5,4.9,38,Bangalore,Flat,SRH,0,149
61,3,6.1,24,Chennai,Green,MI,0,116
65,5,6.5,35,Chennai,Turning,RCB,1,114
97,2,9.7,24,Delhi,Slow,SRH,0,160
98,5,9.8,45,Mumbai,Flat,MI,1,199
59,6,5.9,36,Mumbai,Green,CSK,0,98
73,3,7.3,22,Chennai,Green,MI,0,140
62,4,6.2,40,Bangalore,Slow,DC,1,129
110,6,11.0,38,Delhi,Flat,DC,1,199
53,0,5.3,32,Kolkata,Flat,MI,0,171
107,0,10.7,42,Chennai,Turning,SRH,0,188
72,1,7.2,54,Chennai,Turning,RCB,1,183
94,1,9.4,32,Kolkata,Turning,RCB,0,168
78,3,7.8,27,Bangalore,Slow,CSK,1,154
110,6,11.0,45,Mumbai,Green,CSK,0,172
58,5,5.8,33,Mumbai,Turning,DC,0,120
83,2,8.3,49,Chennai,Green,SRH,1,165
110,0,11.0,39,Chennai,Green,MI,1,198
108,5,10.8,44,Bangalore,Slow,KKR,0,202
107,3,10.7,55,Kolkata,Turning,DC,0,180
58,0,5.8,21,Kolkata,Flat,CSK,1,173
45,2,4.5,48,Delhi,Green,CSK,0,131
72,5,7.2,32,Delhi,Turning,CSK,1,122
47,2,4.7,22,Chennai,Turning,MI,1,104
71,0,7.1,60,Chennai,Slow,MI,0,183
56,5,5.6,35,Delhi,Turning,RCB,0,124
106,0,10.6,64,Mumbai,Green,CSK,1,243
93,0,9.3,22,Delhi,Slow,KKR,1,165
46,4,4.6,22,Chennai,Turning,DC,1,94
106,1,10.6,37,Chennai,Turning,MI,0,191
102,6,10.2,20,Chennai,Slow,SRH,1,146
74,5,7.4,23,Bangalore,Turning,CSK,1,118
105,4,10.5,30,Bangalore,Turning,DC,0,154
89,3,8.9,31,Kolkata,Slow,RCB,1,166
82,1,8.2,63,Delhi,Slow,RCB,1,205
77,1,7.7,41,Bangalore,Slow,KKR,0,190
50,2,5.0,52,Mumbai,Turning,SRH,0,153
62,6,6.2,33,Delhi,Flat,KKR,0,143
50,4,5.0,26,Kolkata,Flat,RCB,0,147
74,5,7.4,65,Bangalore,Slow,CSK,1,192
92,4,9.2,45,Kolkata,Slow,MI,1,188
97,5,9.7,26,Mumbai,Slow,MI,0,160
45,6,4.5,52,Chennai,Slow,MI,0,130
84,1,8.4,45,Bangalore,Green,SRH,0,194
69,0,6.9,21,Chennai,Turning,CSK,0,118
54,0,5.4,36,Delhi,Flat,KKR,1,185
96,0,9.6,64,Kolkata,Turning,RCB,1,224
71,2,7.1,47,Kolkata,Slow,DC,0,169
107,0,10.7,51,Bangalore,Turning,CSK,1,225
105,6,10.5,44,Kolkata,Flat,KKR,1,218
107,0,10.7,44,Chennai,Slow,CSK,1,203
56,0,5.6,35,Chennai,Slow,KKR,1,143
105,0,10.5,40,Bangalore,Slow,MI,1,205
46,5,4.6,28,Kolkata,Flat,SRH,1,111
109,1,10.9,49,Bangalore,Slow,SRH,0,208
60,5,6.0,53,Delhi,Green,KKR,1,159
65,0,6.5,38,Kolkata,Turning,KKR,0,157
64,6,6.4,24,Mumbai,Slow,KKR,0,95
94,6,9.4,61,Mumbai,Slow,CSK,1,180
73,2,7.3,63,Kolkata,Slow,MI,1,207
59,0,5.9,30,Mumbai,Green,DC,0,138
108,2,10.8,64,Delhi,Flat,DC,1,258
58,3,5.8,50,Chennai,Turning,KKR,1,131
53,0,5.3,36,Bangalore,Slow,KKR,0,167
62,0,6.2,21,Mumbai,Flat,SRH,0,166
70,3,7.0,62,Kolkata,Turning,SRH,1,169
53,6,5.3,62,Mumbai,Slow,CSK,0,137
70,1,7.0,39,Mumbai,Slow,CSK,1,153
110,6,11.0,20,Chennai,Turning,SRH,0,123
62,2,6.2,35,Delhi,Green,MI,1,146
106,1,10.6,26,Mumbai,Slow,SRH,0,168
61,6,6.1,52,Mumbai,Flat,KKR,0,171
66,1,6.6,60,Delhi,Turning,MI,1,181
52,6,5.2,47,Chennai,Turning,KKR,0,102
92,3,9.2,48,Kolkata,Green,DC,0,174
110,3,11.0,61,Mumbai,Green,SRH,1,217
54,3,5.4,58,Chennai,Slow,CSK,0,160
63,6,6.3,61,Chennai,Turning,RCB,1,146
104,5,10.4,41,Bangalore,Turning,RCB,1,183
107,3,10.7,64,Kolkata,Green,KKR,1,206
107,2,10.7,54,Kolkata,Flat,RCB,1,263
79,6,7.9,38,Kolkata,Green,RCB,1,160
75,4,7.5,32,Bangalore,Turning,MI,1,144
97,2,9.7,36,Kolkata,Slow,DC,0,184
62,6,6.2,64,Bangalore,Green,DC,1,165
86,1,8.6,49,Kolkata,Green,CSK,1,192
76,1,7.6,58,Bangalore,Green,DC,1,190
76,3,7.6,50,Bangalore,Slow,SRH,1,165
77,4,7.7,24,Bangalore,Flat,KKR,1,152
53,1,5.3,36,Delhi,Slow,SRH,1,143
98,1,9.8,37,Chennai,Slow,DC,1,189
58,3,5.8,47,Delhi,Turning,CSK,0,126
60,2,6.0,23,Chennai,Flat,RCB,0,156
79,1,7.9,26,Delhi,Green,CSK,0,132
59,2,5.9,59,Bangalore,Turning,KKR,0,159
73,4,7.3,58,Kolkata,Turning,SRH,1,172
75,1,7.5,21,Kolkata,Turning,MI,0,145
94,1,9.4,54,Kolkata,Flat,MI,0,235
79,6,7.9,51,Chennai,Flat,MI,1,178
75,3,7.5,59,Mumbai,Green,MI,1,174
45,1,4.5,62,Bangalore,Slow,SRH,1,172
72,1,7.2,26,Chennai,Slow,DC,1,144
64,5,6.4,44,Kolkata,Slow,CSK,1,131
107,3,10.7,53,Bangalore,Turning,CSK,1,204
94,6,9.4,48,Kolkata,Green,RCB,0,176
54,4,5.4,64,Delhi,Green,KKR,0,147
85,2,8.5,45,Bangalore,Green,DC,1,194
74,3,7.4,58,Delhi,Flat,DC,0,205
53,3,5.3,65,Chennai,Slow,SRH,1,160
93,0,9.3,51,Delhi,Slow,KKR,0,205
77,2,7.7,34,Bangalore,Turning,RCB,1,154
66,1,6.6,57,Kolkata,Green,CSK,1,174
51,6,5.1,34,Chennai,Green,CSK,0,88
55,4,5.5,36,Delhi,Green,RCB,0,140
100,2,10.0,31,Mumbai,Slow,RCB,0,187
53,1,5.3,25,Kolkata,Flat,SRH,0,140
105,3,10.5,30,Mumbai,Flat,MI,0,190
57,2,5.7,31,Kolkata,Flat,KKR,1,170
67,1,6.7,54,Mumbai,Green,CSK,1,191
66,6,6.6,37,Kolkata,Flat,SRH,0,142
62,1,6.2,23,Delhi,Green,MI,0,143
92,4,9.2,37,Delhi,Green,KKR,0,166
59,5,5.9,35,Mumbai,Flat,CSK,1,141
45,2,4.5,49,Kolkata,Slow,DC,1,146
96,4,9.6,49,Kolkata,Turning,SRH,1,181
77,4,7.7,46,Mumbai,Slow,MI,0,156
54,4,5.4,43,Bangalore,Flat,SRH,1,161
93,2,9.3,43,Chennai,Turning,KKR,0,180
47,1,4.7,47,Mumbai,Slow,SRH,0,153
83,3,8.3,35,Mumbai,Flat,MI,1,186
107,3,10.7,49,Delhi,Turning,MI,1,187
98,0,9.8,35,Mumbai,Flat,RCB,1,217
89,3,8.9,44,Delhi,Flat,SRH,1,197
110,4,11.0,50,Chennai,Slow,CSK,1,192
69,2,6.9,52,Mumbai,Flat,CSK,0,205
79,0,7.9,21,Kolkata,Green,DC,1,134
102,3,10.2,41,Kolkata,Slow,RCB,1,190
92,0,9.2,53,Kolkata,Flat,KKR,1,236
110,0,11.0,62,Kolkata,Flat,MI,1,264
101,5,10.1,60,Bangalore,Green,MI,0,186
94,2,9.4,45,Mumbai,Flat,CSK,1,203
62,1,6.2,46,Kolkata,Green,KKR,0,156
77,1,7.7,20,Chennai,Green,CSK,1,146
106,6,10.6,24,Mumbai,Slow,MI,1,147
55,5,5.5,49,Bangalore,Turning,KKR,1,140
87,5,8.7,62,Bangalore,Green,DC,1,197
76,1,7.6,21,Delhi,Slow,RCB,1,172
110,2,11.0,51,Delhi,Flat,SRH,1,247
77,0,7.7,29,Kolkata,Green,MI,0,157
64,0,6.4,64,Kolkata,Turning,KKR,1,187
87,2,8.7,25,Mumbai,Green,SRH,1,168
53,6,5.3,40,Chennai,Slow,KKR,1,107
98,3,9.8,21,Bangalore,Turning,CSK,1,144
107,3,10.7,45,Kolkata,Green,KKR,1,206
75,2,7.5,35,Kolkata,Green,RCB,0,161
86,4,8.6,44,Chennai,Flat,CSK,0,195
46,1,4.6,54,Delhi,Slow,CSK,0,141
45,3,4.5,31,Chennai,Green,RCB,1,125
90,5,9.0,56,Chennai,Flat,MI,1,204
57,0,5.7,57,Chennai,Flat,SRH,0,206
69,6,6.9,30,Delhi,Slow,CSK,1,125
82,4,8.2,53,Chennai,Turning,MI,0,162
78,1,7.8,61,Kolkata,Flat,KKR,0,230
81,0,8.1,45,Bangalore,Green,DC,1,198
102,2,10.2,52,Bangalore,Turning,DC,1,200
75,6,7.5,39,Bangalore,Green,MI,1,134
64,0,6.4,25,Chennai,Flat,MI,0,167
61,1,6.1,24,Bangalore,Turning,DC,1,133
75,5,7.5,50,Delhi,Slow,CSK,1,174
71,3,7.1,61,Chennai,Turning,MI,1,165
89,0,8.9,23,Chennai,Turning,KKR,0,164
108,3,10.8,62,Delhi,Turning,KKR,0,220
86,5,8.6,65,Delhi,Turning,SRH,0,158
66,2,6.6,46,Chennai,Slow,RCB,0,151
62,1,6.2,52,Kolkata,Slow,RCB,0,185
68,3,6.8,22,Chennai,Turning,DC,1,124
92,2,9.2,20,Chennai,Slow,SRH,0,136
63,2,6.3,63,Kolkata,Turning,SRH,1,183
70,3,7.0,22,Delhi,Turning,SRH,1,105
81,2,8.1,21,Delhi,Flat,KKR,1,188
104,4,10.4,56,Mumbai,Turning,SRH,0,187
78,2,7.8,61,Chennai,Green,DC,1,183
78,0,7.8,53,Mumbai,Flat,MI,1,221
95,0,9.5,47,Chennai,Flat,RCB,1,222
109,6,10.9,60,Bangalore,Flat,KKR,0,231
81,6,8.1,27,Mumbai,Slow,SRH,1,121
70,0,7.0,63,Delhi,Flat,RCB,0,247
106,0,10.6,26,Mumbai,Turning,MI,1,193
77,3,7.7,30,Delhi,Green,DC,0,133
57,6,5.7,38,Bangalore,Flat,CSK,0,157
60,6,6.0,20,Mumbai,Flat,RCB,0,120
102,2,10.2,27,Kolkata,Slow,SRH,0,167
80,6,8.0,25,Bangalore,Flat,RCB,0,158
69,4,6.9,36,Chennai,Flat,CSK,0,147
88,1,8.8,53,Kolkata,Green,KKR,1,183
88,6,8.8,44,Delhi,Flat,SRH,1,173
66,1,6.6,59,Delhi,Flat,DC,0,217
108,4,10.8,49,Delhi,Turning,DC,1,178
50,0,5.0,48,Mumbai,Flat,SRH,1,173
92,5,9.2,41,Delhi,Flat,RCB,1,187
62,6,6.2,26,Kolkata,Flat,SRH,0,127
108,4,10.8,55,Bangalore,Flat,SRH,0,238
85,1,8.5,39,Kolkata,Slow,RCB,0,195
58,0,5.8,39,Mumbai,Turning,KKR,0,142
88,6,8.8,46,Chennai,Turning,CSK,1,142
83,3,8.3,21,Chennai,Turning,RCB,0,141
56,6,5.6,28,Kolkata,Flat,RCB,0,123
78,6,7.8,41,Bangalore,Flat,MI,0,178
55,1,5.5,23,Bangalore,Turning,SRH,0,127
83,4,8.3,62,Bangalore,Flat,KKR,0,212
98,0,9.8,62,Bangalore,Turning,DC,0,207
53,0,5.3,57,Chennai,Flat,KKR,0,196
91,3,9.1,54,Chennai,Turning,MI,0,166
87,1,8.7,31,Kolkata,Flat,DC,0,189
72,5,7.2,65,Mumbai,Green,DC,0,166
45,5,4.5,53,Bangalore,Green,KKR,0,118
100,1,10.0,59,Delhi,Green,SRH,1,210
62,3,6.2,57,Delhi,Turning,RCB,0,167
60,5,6.0,46,Bangalore,Slow,CSK,0,137
69,5,6.9,36,Mumbai,Green,DC,0,142
76,1,7.6,65,Chennai,Green,MI,0,204
54,5,5.4,45,Mumbai,Green,RCB,0,138
45,5,4.5,33,Chennai,Flat,KKR,0,122
71,3,7.1,29,Mumbai,Flat,RCB,1,176
93,5,9.3,53,Bangalore,Slow,DC,0,193
63,1,6.3,44,Bangalore,Green,DC,0,158
107,2,10.7,47,Chennai,Turning,CSK,1,191
65,0,6.5,23,Delhi,Turning,MI,1,128
81,1,8.1,38,Bangalore,Green,KKR,0,172
53,4,5.3,49,Bangalore,Turning,DC,0,131
70,5,7.0,37,Delhi,Slow,RCB,0,143
73,3,7.3,28,Chennai,Green,DC,1,129
73,4,7.3,52,Mumbai,Flat,RCB,1,205
77,5,7.7,26,Bangalore,Turning,DC,1,110
53,4,5.3,26,Mumbai,Turning,RCB,0,119
68,5,6.8,51,Kolkata,Flat,MI,0,173
98,4,9.8,41,Chennai,Slow,MI,0,162
84,5,8.4,47,Bangalore,Turning,SRH,0,158
96,5,9.6,58,Kolkata,Turning,CSK,1,180
70,1,7.0,40,Chennai,Turning,RCB,1,171
75,4,7.5,41,Delhi,Green,KKR,0,154
54,0,5.4,56,Mumbai,Green,KKR,0,163
104,3,10.4,54,Chennai,Flat,DC,1,233
62,1,6.2,33,Mumbai,Turning,CSK,0,129
46,4,4.6,46,Chennai,Turning,DC,1,130
71,0,7.1,41,Mumbai,Flat,CSK,1,212
75,0,7.5,50,Bangalore,Green,DC,0,198
107,6,10.7,33,Delhi,Turning,CSK,0,150
74,4,7.4,37,Chennai,Slow,DC,1,157
90,6,9.0,48,Kolkata,Green,CSK,0,160
47,5,4.7,37,Mumbai,Green,MI,0,121
50,5,5.0,31,Mumbai,Green,MI,0,102
103,0,10.3,62,Delhi,Green,SRH,0,208
60,5,6.0,33,Bangalore,Turning,DC,1,106
53,6,5.3,30,Delhi,Slow,CSK,0,97
49,4,4.9,31,Delhi,Flat,CSK,0,126
54,1,5.4,46,Chennai,Slow,MI,0,147
87,3,8.7,30,Kolkata,Green,KKR,1,145
101,2,10.1,40,Bangalore,Green,DC,0,176
96,2,9.6,44,Kolkata,Slow,CSK,0,195
61,0,6.1,34,Kolkata,Flat,SRH,1,174
62,0,6.2,53,Mumbai,Green,MI,0,192
51,4,5.1,58,Kolkata,Flat,MI,0,171
56,2,5.6,36,Bangalore,Green,MI,0,139
107,6,10.7,33,Mumbai,Green,DC,0,156
63,4,6.3,48,Chennai,Slow,DC,0,150
86,3,8.6,30,Bangalore,Turning,CSK,0,156
46,6,4.6,21,Chennai,Flat,CSK,1,99
55,0,5.5,64,Mumbai,Slow,CSK,1,201
92,0,9.2,60,Kolkata,Flat,DC,0,234
85,3,8.5,63,Chennai,Turning,RCB,1,185
55,4,5.5,29,Kolkata,Slow,RCB,1,128
54,1,5.4,31,Bangalore,Flat,RCB,1,178
50,4,5.0,47,Delhi,Flat,CSK,0,142
78,1,7.8,44,Bangalore,Turning,CSK,1,182
80,4,8.0,29,Delhi,Slow,SRH,0,129
97,1,9.7,37,Kolkata,Green,RCB,1,199
51,2,5.1,39,Mumbai,Slow,DC,0,138
50,5,5.0,50,Chennai,Slow,MI,0,129
103,4,10.3,42,Chennai,Green,MI,0,161
79,6,7.9,23,Chennai,Slow,RCB,0,137
45,2,4.5,60,Bangalore,Green,SRH,1,159
76,4,7.6,32,Delhi,Green,SRH,0,129
79,1,7.9,29,Chennai,Green,DC,1,155
82,5,8.2,30,Kolkata,Turning,KKR,1,123
47,1,4.7,46,Mumbai,Turning,DC,1,133
58,2,5.8,36,Chennai,Slow,CSK,1,133
94,1,9.4,42,Bangalore,Turning,CSK,0,180
74,5,7.4,63,Bangalore,Turning,SRH,0,158
69,6,6.9,21,Chennai,Slow,KKR,1,108
80,6,8.0,38,Kolkata,Flat,MI,0,163
75,4,7.5,64,Kolkata,Green,RCB,1,196
62,3,6.2,59,Chennai,Turning,CSK,1,163
52,6,5.2,38,Mumbai,Green,MI,0,122
90,1,9.0,53,Bangalore,Turning,DC,0,189
73,6,7.3,29,Chennai,Flat,CSK,1,147
104,5,10.4,27,Kolkata,Flat,SRH,0,168
56,5,5.6,63,Mumbai,Slow,MI,0,157
86,1,8.6,22,Delhi,Flat,DC,0,193
55,6,5.5,59,Kolkata,Slow,RCB,1,142
104,4,10.4,46,Kolkata,Flat,CSK,0,200
48,6,4.8,21,Kolkata,Flat,RCB,1,111
61,6,6.1,58,Kolkata,Flat,MI,1,174
105,5,10.5,64,Delhi,Turning,DC,1,208
60,5,6.0,46,Chennai,Green,KKR,1,138
89,1,8.9,23,Chennai,Turning,SRH,0,152
60,6,6.0,53,Kolkata,Turning,CSK,1,124
74,3,7.4,53,Delhi,Turning,CSK,0,169
97,1,9.7,30,Mumbai,Green,SRH,0,158
75,3,7.5,37,Bangalore,Turning,KKR,0,135
77,0,7.7,64,Bangalore,Green,SRH,1,223
50,6,5.0,43,Chennai,Turning,MI,1,125
95,3,9.5,47,Chennai,Flat,CSK,0,202
47,0,4.7,32,Chennai,Green,RCB,1,137
56,6,5.6,21,Delhi,Green,DC,1,78
86,5,8.6,33,Chennai,Green,MI,1,158
88,2,8.8,23,Delhi,Green,KKR,0,149
107,3,10.7,55,Mumbai,Green,SRH,1,200
50,0,5.0,35,Bangalore,Flat,SRH,1,182
69,2,6.9,39,Mumbai,Slow,DC,0,152
50,1,5.0,34,Bangalore,Flat,CSK,0,169
92,3,9.2,64,Chennai,Flat,SRH,1,229
53,6,5.3,38,Bangalore,Green,CSK,1,109
66,3,6.6,58,Kolkata,Slow,SRH,1,182
82,6,8.2,55,Kolkata,Slow,CSK,1,155
91,4,9.1,44,Kolkata,Green,MI,1,176
58,2,5.8,21,Kolkata,Turning,SRH,0,120
67,1,6.7,26,Mumbai,Green,RCB,0,156
100,3,10.0,56,Kolkata,Flat,KKR,0,229
105,1,10.5,45,Chennai,Slow,KKR,0,207
101,1,10.1,33,Bangalore,Green,SRH,0,176
91,5,9.1,35,Kolkata,Green,DC,0,155
81,6,8.1,20,Bangalore,Slow,DC,0,109
100,2,10.0,21,Kolkata,Green,KKR,1,164
63,3,6.3,62,Bangalore,Flat,SRH,1,207
93,2,9.3,46,Chennai,Green,CSK,1,192
99,0,9.9,63,Mumbai,Green,SRH,1,229
88,6,8.8,27,Bangalore,Green,RCB,1,149
64,1,6.4,57,Bangalore,Turning,DC,0,183
48,6,4.8,30,Delhi,Green,CSK,0,97
110,3,11.0,58,Delhi,Slow,CSK,0,200
94,4,9.4,32,Chennai,Flat,DC,0,188
87,6,8.7,21,Chennai,Flat,KKR,0,152
80,0,8.0,38,Kolkata,Flat,DC,1,188
103,3,10.3,31,Kolkata,Green,SRH,1,172
97,5,9.7,29,Chennai,Turning,MI,1,139
47,3,4.7,48,Delhi,Turning,KKR,0,115
102,1,10.2,45,Delhi,Green,SRH,0,188
47,4,4.7,25,Delhi,Slow,KKR,0,94
53,6,5.3,36,Chennai,Slow,SRH,1,95
69,1,6.9,32,Delhi,Green,CSK,0,160
85,2,8.5,65,Mumbai,Green,RCB,1,203
104,4,10.4,25,Delhi,Flat,MI,0,194
58,0,5.8,58,Mumbai,Flat,KKR,0,201
99,1,9.9,52,Bangalore,Green,KKR,1,216
89,3,8.9,27,Mumbai,Green,KKR,0,165
82,2,8.2,36,Kolkata,Flat,DC,0,197
86,0,8.6,29,Delhi,Turning,SRH,0,168
57,3,5.7,37,Bangalore,Flat,MI,1,163
77,6,7.7,26,Delhi,Slow,SRH,0,132
63,3,6.3,51,Kolkata,Green,MI,0,140
65,5,6.5,25,Delhi,Green,CSK,0,100
98,1,9.8,56,Kolkata,Turning,DC,1,213
101,1,10.1,47,Mumbai,Green,CSK,0,201
85,3,8.5,21,Bangalore,Green,SRH,1,157
47,3,4.7,64,Kolkata,Slow,KKR,0,158
106,5,10.6,23,Delhi,Slow,MI,1,162
63,6,6.3,20,Bangalore,Flat,KKR,0,118
66,1,6.6,34,Bangalore,Turning,DC,0,130
95,5,9.5,62,Bangalore,Flat,RCB,1,250
58,5,5.8,36,Delhi,Green,DC,0,115
67,0,6.7,56,Mumbai,Turning,SRH,1,179
50,4,5.0,57,Kolkata,Turning,MI,1,148
81,6,8.1,54,Chennai,Green,MI,0,168
87,6,8.7,22,Kolkata,Green,DC,1,130
77,4,7.7,38,Mumbai,Turning,SRH,1,155
110,4,11.0,60,Chennai,Flat,RCB,1,244
109,3,10.9,22,Delhi,Flat,RCB,0,192
96,3,9.6,44,Delhi,Green,SRH,0,158
102,2,10.2,44,Chennai,Flat,DC,1,217
108,3,10.8,54,Mumbai,Slow,SRH,1,218
64,6,6.4,28,Bangalore,Green,KKR,0,122
85,5,8.5,53,Chennai,Slow,DC,0,170
75,2,7.5,23,Bangalore,Flat,DC,1,181
94,3,9.4,59,Bangalore,Slow,SRH,0,186
60,1,6.0,37,Kolkata,Green,DC,1,157
92,2,9.2,36,Mumbai,Slow,KKR,1,173
62,2,6.2,59,Bangalore,Green,DC,0,176
62,5,6.2,54,Kolkata,Turning,KKR,0,151
69,4,6.9,56,Chennai,Turning,KKR,0,145
55,5,5.5,63,Bangalore,Green,SRH,1,163
106,1,10.6,41,Delhi,Green,SRH,0,188
73,6,7.3,64,Mumbai,Turning,SRH,1,149
73,6,7.3,52,Chennai,Slow,RCB,1,146
107,4,10.7,36,Delhi,Turning,CSK,1,179
107,6,10.7,63,Bangalore,Turning,MI,0,189
84,5,8.4,59,Chennai,Flat,CSK,1,206
106,1,10.6,23,Mumbai,Turning,SRH,0,158
49,0,4.9,43,Mumbai,Slow,RCB,0,157
82,3,8.2,26,Bangalore,Turning,MI,0,134
67,2,6.7,59,Mumbai,Slow,KKR,0,174
99,3,9.9,40,Chennai,Flat,SRH,1,217
64,5,6.4,61,Chennai,Turning,CSK,0,154
90,1,9.0,49,Delhi,Flat,DC,1,224
52,4,5.2,28,Delhi,Flat,RCB,1,138
75,6,7.5,52,Kolkata,Turning,KKR,0,156
62,2,6.2,55,Delhi,Slow,CSK,1,184
109,3,10.9,48,Kolkata,Slow,RCB,1,224
66,1,6.6,51,Bangalore,Turning,DC,1,172
88,5,8.8,57,Delhi,Turning,RCB,1,172
109,1,10.9,39,Kolkata,Flat,CSK,1,222
48,1,4.8,20,Chennai,Flat,MI,1,140
74,4,7.4,61,Mumbai,Flat,MI,0,212
59,6,5.9,40,Bangalore,Flat,MI,0,150
88,3,8.8,22,Kolkata,Green,DC,1,143
68,5,6.8,26,Bangalore,Turning,RCB,1,124
107,1,10.7,51,Mumbai,Slow,KKR,1,231
82,5,8.2,46,Mumbai,Flat,MI,1,206
110,5,11.0,65,Mumbai,Turning,RCB,0,227
53,4,5.3,33,Mumbai,Flat,DC,0,134
53,1,5.3,32,Kolkata,Green,DC,0,131
84,4,8.4,25,Chennai,Slow,DC,0,146
56,4,5.6,35,Delhi,Turning,KKR,0,106
104,2,10.4,21,Kolkata,Green,KKR,1,167
56,5,5.6,49,Mumbai,Green,RCB,1,146
86,2,8.6,43,Kolkata,Turning,KKR,0,164
64,6,6.4,56,Chennai,Turning,MI,0,138
103,3,10.3,62,Kolkata,Green,DC,0,200
51,4,5.1,31,Delhi,Flat,DC,1,131
53,3,5.3,63,Mumbai,Green,KKR,0,176
68,6,6.8,21,Bangalore,Green,MI,0,112
72,5,7.2,46,Mumbai,Flat,DC,1,188
86,5,8.6,57,Chennai,Turning,MI,0,158
66,2,6.6,61,Bangalore,Green,SRH,0,171
84,2,8.4,46,Chennai,Slow,DC,1,185
108,1,10.8,30,Delhi,Turning,MI,0,184
87,2,8.7,36,Kolkata,Slow,SRH,0,154
102,4,10.2,57,Delhi,Flat,MI,0,226
53,1,5.3,23,Bangalore,Green,DC,1,135
108,5,10.8,27,Mumbai,Slow,DC,1,154
76,1,7.6,29,Chennai,Flat,MI,1,181
51,4,5.1,32,Mumbai,Flat,CSK,1,155
107,4,10.7,63,Delhi,Slow,RCB,0,227
92,5,9.2,52,Bangalore,Green,MI,1,199
52,6,5.2,22,Mumbai,Flat,RCB,1,124
94,5,9.4,25,Kolkata,Turning,CSK,1,122
89,6,8.9,30,Mumbai,Flat,CSK,0,170
66,6,6.6,57,Bangalore,Flat,CSK,1,175
106,2,10.6,61,Kolkata,Green,CSK,0,226
45,4,4.5,46,Delhi,Flat,MI,1,148
59,1,5.9,45,Chennai,Green,DC,0,135
71,1,7.1,27,Delhi,Slow,KKR,0,134
59,4,5.9,63,Chennai,Flat,CSK,1,185
58,1,5.8,31,Chennai,Flat,SRH,0,156
62,5,6.2,41,Kolkata,Slow,MI,0,148
72,0,7.2,38,Kolkata,Green,KKR,1,163
71,4,7.1,20,Mumbai,Slow,DC,1,134
58,1,5.8,38,Mumbai,Flat,CSK,1,164
95,5,9.5,53,Mumbai,Turning,CSK,1,165
64,4,6.4,38,Delhi,Green,CSK,0,136
91,2,9.1,44,Chennai,Flat,MI,1,201
108,6,10.8,21,Chennai,Green,KKR,0,128
80,1,8.0,47,Bangalore,Turning,SRH,1,175
84,6,8.4,28,Mumbai,Flat,RCB,0,180
64,0,6.4,29,Delhi,Flat,KKR,0,171
65,3,6.5,34,Kolkata,Slow,RCB,0,135
52,3,5.2,25,Delhi,Slow,SRH,0,108
74,1,7.4,28,Bangalore,Flat,RCB,1,187
65,6,6.5,63,Chennai,Green,DC,1,137
76,0,7.6,27,Chennai,Turning,KKR,1,153
102,2,10.2,47,Bangalore,Flat,RCB,1,244
89,2,8.9,38,Delhi,Green,MI,1,176
58,1,5.8,36,Delhi,Slow,CSK,0,130
52,6,5.2,27,Kolkata,Flat,CSK,0,105
97,4,9.7,34,Chennai,Slow,KKR,1,175
56,3,5.6,30,Delhi,Flat,SRH,0,146
57,6,5.7,62,Bangalore,Slow,CSK,0,155
48,6,4.8,26,Bangalore,Flat,KKR,0,115
110,0,11.0,46,Delhi,Flat,MI,0,244
74,2,7.4,25,Chennai,Turning,RCB,1,141
83,1,8.3,45,Mumbai,Flat,DC,0,192
47,4,4.7,47,Mumbai,Turning,SRH,1,124
99,5,9.9,47,Kolkata,Turning,KKR,0,158
60,4,6.0,20,Bangalore,Green,DC,0,110
96,1,9.6,48,Bangalore,Slow,KKR,1,221
64,0,6.4,42,Kolkata,Flat,SRH,0,196
62,5,6.2,50,Chennai,Flat,CSK,1,165
98,3,9.8,26,Bangalore,Turning,DC,0,162
53,6,5.3,27,Chennai,Slow,SRH,1,102
104,0,10.4,36,Chennai,Flat,DC,1,224
75,4,7.5,55,Chennai,Turning,SRH,0,147
76,5,7.6,65,Chennai,Turning,MI,0,160
109,0,10.9,57,Bangalore,Slow,KKR,1,246
73,5,7.3,24,Mumbai,Slow,SRH,1,131
60,6,6.0,46,Delhi,Turning,CSK,1,138
93,0,9.3,29,Mumbai,Slow,RCB,0,188
106,4,10.6,37,Mumbai,Green,MI,1,181
68,1,6.8,64,Kolkata,Turning,SRH,0,181
102,6,10.2,20,Chennai,Turning,MI,1,145
62,0,6.2,33,Delhi,Flat,SRH,1,189
